source,Lake,d2H
Aq,Suuri Jukajarvi,-199.574777239451
Aq,Suuri Jukajarvi,-145.245961670497
Aq,Suuri Jukajarvi,-174.883302529081
Aq,Suuri Jukajarvi,-176.058105074357
Aq,Suuri Jukajarvi,-179.470156972492
Aq,Suuri Jukajarvi,-168.614036380588
Aq,Suuri Jukajarvi,-202.845419199364
Aq,Suuri Jukajarvi,-183.444390420365
Aq,Suuri Jukajarvi,-183.395039082969
Aq,Suuri Jukajarvi,-181.188232021277
Aq,Suuri Jukajarvi,-198.064745078629
Aq,Suuri Jukajarvi,-147.835326131273
Aq,Suuri Jukajarvi,-154.425736521909
Aq,Suuri Jukajarvi,-173.724791108168
Aq,Suuri Jukajarvi,-184.522339817686
Aq,Suuri Jukajarvi,-170.376783938156
Aq,Suuri Jukajarvi,-171.699472067351
Aq,Suuri Jukajarvi,-207.484211320704
Aq,Suuri Jukajarvi,-182.472623791097
Aq,Suuri Jukajarvi,-208.687100198397
Aq,Suuri Jukajarvi,-181.927920500802
Aq,Suuri Jukajarvi,-171.251359391304
Aq,Suuri Jukajarvi,-200.748520879579
Aq,Suuri Jukajarvi,-164.026170257695
Aq,Suuri Jukajarvi,-159.49935776874
Aq,Suuri Jukajarvi,-179.482692800129
Aq,Suuri Jukajarvi,-171.973435742401
Aq,Suuri Jukajarvi,-183.412210584031
Aq,Suuri Jukajarvi,-249.66688258788
Aq,Suuri Jukajarvi,-207.692954901249
Aq,Suuri Jukajarvi,-179.802794865189
Aq,Suuri Jukajarvi,-235.523369668954
Aq,Suuri Jukajarvi,-221.412849076036
Aq,Suuri Jukajarvi,-214.396945025014
Aq,Suuri Jukajarvi,-185.799704882467
Aq,Suuri Jukajarvi,-190.39680496525
Aq,Suuri Jukajarvi,-189.731515253667
Aq,Suuri Jukajarvi,-179.717418136162
Aq,Suuri Jukajarvi,-229.767073213418
Aq,Suuri Jukajarvi,-158.295888800327
Aq,Suuri Jukajarvi,-231.904081994221
Aq,Suuri Jukajarvi,-176.388873755314
Aq,Suuri Jukajarvi,-146.989570075274
Aq,Suuri Jukajarvi,-188.060680320147
Aq,Suuri Jukajarvi,-180.485868723967
Aq,Suuri Jukajarvi,-184.059558152157
Aq,Suuri Jukajarvi,-182.448264897706
Aq,Suuri Jukajarvi,-180.366201795279
Aq,Suuri Jukajarvi,-200.665336042721
Aq,Suuri Jukajarvi,-176.652325628713
Aq,Suuri Jukajarvi,-152.676542385498
Aq,Suuri Jukajarvi,-191.349174632301
Aq,Suuri Jukajarvi,-194.091354475812
Aq,Suuri Jukajarvi,-195.98850721229
Aq,Suuri Jukajarvi,-192.407566759534
Aq,Suuri Jukajarvi,-214.035600010027
Aq,Suuri Jukajarvi,-201.442374371076
Aq,Suuri Jukajarvi,-163.557380451953
Aq,Suuri Jukajarvi,-224.982914798792
Aq,Suuri Jukajarvi,-186.44011800723
Aq,Suuri Jukajarvi,-208.380579928688
Aq,Suuri Jukajarvi,-138.136909586597
Aq,Suuri Jukajarvi,-187.041675352187
Aq,Suuri Jukajarvi,-175.072635309761
Aq,Suuri Jukajarvi,-225.088671103356
Aq,Suuri Jukajarvi,-179.029938711572
Aq,Suuri Jukajarvi,-191.256664551329
Aq,Suuri Jukajarvi,-188.361398006538
Aq,Suuri Jukajarvi,-144.784633803939
Aq,Suuri Jukajarvi,-194.359339896894
Aq,Suuri Jukajarvi,-183.420179474521
Aq,Suuri Jukajarvi,-161.312899783954
Aq,Suuri Jukajarvi,-165.954880773723
Aq,Suuri Jukajarvi,-165.348294675027
Aq,Suuri Jukajarvi,-208.22307835826
Aq,Suuri Jukajarvi,-193.891083723017
Aq,Suuri Jukajarvi,-216.170911011617
Aq,Suuri Jukajarvi,-201.187769478723
Aq,Suuri Jukajarvi,-183.839139861736
Aq,Suuri Jukajarvi,-175.859687003743
Aq,Suuri Jukajarvi,-168.498388147942
Aq,Suuri Jukajarvi,-155.103313191558
Aq,Suuri Jukajarvi,-159.802243744264
Aq,Suuri Jukajarvi,-165.645629755509
Aq,Suuri Jukajarvi,-156.958138941114
Aq,Suuri Jukajarvi,-196.286879244422
Aq,Suuri Jukajarvi,-166.081339833662
Aq,Suuri Jukajarvi,-211.486710678365
Aq,Suuri Jukajarvi,-147.670399648291
Aq,Suuri Jukajarvi,-182.453974135932
Aq,Suuri Jukajarvi,-208.841644515971
Aq,Suuri Jukajarvi,-173.248061811203
Aq,Suuri Jukajarvi,-172.290942001495
Aq,Suuri Jukajarvi,-157.200553076978
Aq,Suuri Jukajarvi,-123.953517922889
Aq,Suuri Jukajarvi,-189.616624271258
Aq,Suuri Jukajarvi,-205.58074418698
Aq,Suuri Jukajarvi,-218.31368124215
Ter,Suuri Jukajarvi,-138.325350003116
Ter,Suuri Jukajarvi,-118.1541032697
Ter,Suuri Jukajarvi,-123.526607242495
Ter,Suuri Jukajarvi,-133.485845251388
Ter,Suuri Jukajarvi,-116.851896811507
Ter,Suuri Jukajarvi,-134.419986944006
Ter,Suuri Jukajarvi,-123.542197196066
Ter,Suuri Jukajarvi,-137.416212197891
Ter,Suuri Jukajarvi,-133.01209470593
Ter,Suuri Jukajarvi,-134.718714982387
Ter,Suuri Jukajarvi,-127.006673910662
Ter,Suuri Jukajarvi,-127.843729128995
Ter,Suuri Jukajarvi,-138.342746600044
Ter,Suuri Jukajarvi,-136.128110048398
Ter,Suuri Jukajarvi,-129.839323295258
Ter,Suuri Jukajarvi,-136.464717743838
Ter,Suuri Jukajarvi,-126.168256008732
Ter,Suuri Jukajarvi,-119.721860928325
Ter,Suuri Jukajarvi,-117.139395721249
Ter,Suuri Jukajarvi,-114.253600510319
Ter,Suuri Jukajarvi,-113.327076627005
Ter,Suuri Jukajarvi,-139.632125513754
Ter,Suuri Jukajarvi,-124.892869195934
Ter,Suuri Jukajarvi,-138.501630560519
Ter,Suuri Jukajarvi,-128.091366862436
Ter,Suuri Jukajarvi,-118.345616805575
Ter,Suuri Jukajarvi,-119.502424659172
Ter,Suuri Jukajarvi,-93.2200975207584
Ter,Suuri Jukajarvi,-109.117534398592
Ter,Suuri Jukajarvi,-119.823037090849
Ter,Suuri Jukajarvi,-131.627238130998
Ter,Suuri Jukajarvi,-114.865588642911
Ter,Suuri Jukajarvi,-136.418048950369
Ter,Suuri Jukajarvi,-135.366566482087
Ter,Suuri Jukajarvi,-142.939514911919
Ter,Suuri Jukajarvi,-135.689235178538
Ter,Suuri Jukajarvi,-123.202306796848
Ter,Suuri Jukajarvi,-130.388960276544
Ter,Suuri Jukajarvi,-112.529128107583
Ter,Suuri Jukajarvi,-127.897058179092
Ter,Suuri Jukajarvi,-125.365587258789
Ter,Suuri Jukajarvi,-99.9000983747355
Ter,Suuri Jukajarvi,-111.878162627633
Ter,Suuri Jukajarvi,-127.286453348914
Ter,Suuri Jukajarvi,-148.443456894307
Ter,Suuri Jukajarvi,-123.733266449254
Ter,Suuri Jukajarvi,-118.90884441023
Ter,Suuri Jukajarvi,-124.625592928759
Ter,Suuri Jukajarvi,-134.260283759839
Ter,Suuri Jukajarvi,-114.099084169143
Ter,Suuri Jukajarvi,-131.217657128308
Ter,Suuri Jukajarvi,-124.449752161851
Ter,Suuri Jukajarvi,-126.37178706224
Ter,Suuri Jukajarvi,-129.698515255351
Ter,Suuri Jukajarvi,-118.497740845709
Ter,Suuri Jukajarvi,-127.263678701787
Ter,Suuri Jukajarvi,-127.371809664959
Ter,Suuri Jukajarvi,-130.527715661227
Ter,Suuri Jukajarvi,-112.190351867091
Ter,Suuri Jukajarvi,-125.492293254305
Ter,Suuri Jukajarvi,-122.584438508194
Ter,Suuri Jukajarvi,-129.571393205277
Ter,Suuri Jukajarvi,-108.847977921026
Ter,Suuri Jukajarvi,-134.435334610973
Ter,Suuri Jukajarvi,-116.939383457676
Ter,Suuri Jukajarvi,-125.760152999654
Ter,Suuri Jukajarvi,-125.965040739216
Ter,Suuri Jukajarvi,-115.026017853261
Ter,Suuri Jukajarvi,-118.015703593661
Ter,Suuri Jukajarvi,-135.518827029187
Ter,Suuri Jukajarvi,-94.9186279300442
Ter,Suuri Jukajarvi,-108.583204504121
Ter,Suuri Jukajarvi,-131.794858831504
Ter,Suuri Jukajarvi,-148.247795136268
Ter,Suuri Jukajarvi,-108.554738335934
Ter,Suuri Jukajarvi,-129.075914578212
Ter,Suuri Jukajarvi,-134.567820020265
Ter,Suuri Jukajarvi,-129.458728619242
Ter,Suuri Jukajarvi,-138.258533903406
Ter,Suuri Jukajarvi,-127.058118765363
Ter,Suuri Jukajarvi,-119.859839750144
Ter,Suuri Jukajarvi,-136.551487303259
Ter,Suuri Jukajarvi,-121.8053972914
Ter,Suuri Jukajarvi,-117.819513661692
Ter,Suuri Jukajarvi,-125.876695794935
Ter,Suuri Jukajarvi,-114.640639831018
Ter,Suuri Jukajarvi,-147.106828618553
Ter,Suuri Jukajarvi,-127.431628684227
Ter,Suuri Jukajarvi,-142.569950665203
Ter,Suuri Jukajarvi,-125.078773208916
Ter,Suuri Jukajarvi,-139.072664325927
Ter,Suuri Jukajarvi,-110.894106167097
Ter,Suuri Jukajarvi,-123.857381420615
Ter,Suuri Jukajarvi,-118.270054820997
Ter,Suuri Jukajarvi,-127.147093502175
Ter,Suuri Jukajarvi,-124.123407377835
Ter,Suuri Jukajarvi,-122.008319507219
Ter,Suuri Jukajarvi,-160.315848162612
Ter,Suuri Jukajarvi,-126.406885303149
Ter,Suuri Jukajarvi,-115.719967520091
Aq,Tottijarvi,-141.443221171144
Aq,Tottijarvi,-135.062879865106
Aq,Tottijarvi,-183.312499675429
Aq,Tottijarvi,-168.96817372502
Aq,Tottijarvi,-168.233633928054
Aq,Tottijarvi,-197.417145822466
Aq,Tottijarvi,-144.880657568851
Aq,Tottijarvi,-166.39440515488
Aq,Tottijarvi,-172.340290897322
Aq,Tottijarvi,-160.35717629938
Aq,Tottijarvi,-197.489635444968
Aq,Tottijarvi,-159.641945243206
Aq,Tottijarvi,-180.267957958751
Aq,Tottijarvi,-183.420796924175
Aq,Tottijarvi,-196.364706691583
Aq,Tottijarvi,-179.755854011369
Aq,Tottijarvi,-162.330572664033
Aq,Tottijarvi,-199.44625539364
Aq,Tottijarvi,-169.081959065676
Aq,Tottijarvi,-170.346645454542
Aq,Tottijarvi,-181.351232008404
Aq,Tottijarvi,-172.38417471526
Aq,Tottijarvi,-190.751298174543
Aq,Tottijarvi,-180.143483647334
Aq,Tottijarvi,-187.874246605963
Aq,Tottijarvi,-173.481172047175
Aq,Tottijarvi,-137.773881526116
Aq,Tottijarvi,-177.278268708336
Aq,Tottijarvi,-153.997591868169
Aq,Tottijarvi,-210.134820860286
Aq,Tottijarvi,-168.989728014188
Aq,Tottijarvi,-188.134110594121
Aq,Tottijarvi,-173.119161594683
Aq,Tottijarvi,-169.486972799051
Aq,Tottijarvi,-209.542482782245
Aq,Tottijarvi,-180.735805076666
Aq,Tottijarvi,-173.032356536264
Aq,Tottijarvi,-187.817665742317
Aq,Tottijarvi,-225.071096319395
Aq,Tottijarvi,-178.071926158397
Aq,Tottijarvi,-176.796567563546
Aq,Tottijarvi,-190.029888806425
Aq,Tottijarvi,-210.066179950242
Aq,Tottijarvi,-163.070619912197
Aq,Tottijarvi,-154.236486683771
Aq,Tottijarvi,-169.906442766869
Aq,Tottijarvi,-123.796270395879
Aq,Tottijarvi,-172.911414881397
Aq,Tottijarvi,-154.977363422843
Aq,Tottijarvi,-145.014150958674
Aq,Tottijarvi,-113.335050921329
Aq,Tottijarvi,-162.959308858676
Aq,Tottijarvi,-156.950410399021
Aq,Tottijarvi,-187.888752552349
Aq,Tottijarvi,-200.070673473264
Aq,Tottijarvi,-157.623149239717
Aq,Tottijarvi,-198.659004445709
Aq,Tottijarvi,-187.002940602109
Aq,Tottijarvi,-176.1264870453
Aq,Tottijarvi,-157.592174593964
Aq,Tottijarvi,-165.735251277279
Aq,Tottijarvi,-174.361233052431
Aq,Tottijarvi,-184.198148084304
Aq,Tottijarvi,-169.845560193924
Aq,Tottijarvi,-188.024650532378
Aq,Tottijarvi,-135.558161203784
Aq,Tottijarvi,-197.538296833182
Aq,Tottijarvi,-191.589521252404
Aq,Tottijarvi,-189.89628003813
Aq,Tottijarvi,-158.805676451352
Aq,Tottijarvi,-180.368990705305
Aq,Tottijarvi,-188.102440076683
Aq,Tottijarvi,-162.354985880081
Aq,Tottijarvi,-160.059988033114
Aq,Tottijarvi,-151.470316579478
Aq,Tottijarvi,-159.888098373992
Aq,Tottijarvi,-138.291680256511
Aq,Tottijarvi,-192.802556233683
Aq,Tottijarvi,-150.626909784038
Aq,Tottijarvi,-203.554240861276
Aq,Tottijarvi,-157.549746886042
Aq,Tottijarvi,-134.135201515721
Aq,Tottijarvi,-169.909203275274
Aq,Tottijarvi,-142.135561245659
Aq,Tottijarvi,-177.435766119587
Aq,Tottijarvi,-188.612308651832
Aq,Tottijarvi,-138.555849767719
Aq,Tottijarvi,-187.263194451397
Aq,Tottijarvi,-213.020018521761
Aq,Tottijarvi,-173.556542413155
Aq,Tottijarvi,-169.193038709501
Aq,Tottijarvi,-123.876270671683
Aq,Tottijarvi,-142.247666150271
Aq,Tottijarvi,-152.210227448367
Aq,Tottijarvi,-145.88718244284
Aq,Tottijarvi,-158.18860708336
Aq,Tottijarvi,-137.032599386941
Aq,Tottijarvi,-165.512294814467
Aq,Tottijarvi,-202.365851689512
Aq,Tottijarvi,-125.521487637577
Ter,Tottijarvi,-106.894273756181
Ter,Tottijarvi,-108.395315622771
Ter,Tottijarvi,-107.432259764781
Ter,Tottijarvi,-120.437371939739
Ter,Tottijarvi,-123.891279856515
Ter,Tottijarvi,-126.022864553536
Ter,Tottijarvi,-116.720878927556
Ter,Tottijarvi,-130.335659231783
Ter,Tottijarvi,-113.078717017954
Ter,Tottijarvi,-116.553502338091
Ter,Tottijarvi,-107.632206008997
Ter,Tottijarvi,-114.563315082124
Ter,Tottijarvi,-119.467819236093
Ter,Tottijarvi,-105.103020576571
Ter,Tottijarvi,-93.2658540097071
Ter,Tottijarvi,-123.600736736941
Ter,Tottijarvi,-109.105892302007
Ter,Tottijarvi,-132.108488704235
Ter,Tottijarvi,-104.412406214428
Ter,Tottijarvi,-108.102820191152
Ter,Tottijarvi,-102.122924343381
Ter,Tottijarvi,-112.874320782266
Ter,Tottijarvi,-87.9193109072213
Ter,Tottijarvi,-122.660990199529
Ter,Tottijarvi,-123.713432770569
Ter,Tottijarvi,-108.785499030414
Ter,Tottijarvi,-106.20980221308
Ter,Tottijarvi,-110.479690164692
Ter,Tottijarvi,-122.082689044025
Ter,Tottijarvi,-124.867010519297
Ter,Tottijarvi,-128.400601207887
Ter,Tottijarvi,-116.271102874951
Ter,Tottijarvi,-98.0451301264153
Ter,Tottijarvi,-105.010660702737
Ter,Tottijarvi,-97.4180119287945
Ter,Tottijarvi,-116.628502473592
Ter,Tottijarvi,-118.499116492513
Ter,Tottijarvi,-122.446941268073
Ter,Tottijarvi,-123.93536353945
Ter,Tottijarvi,-127.150986865587
Ter,Tottijarvi,-107.762848034227
Ter,Tottijarvi,-107.972122904869
Ter,Tottijarvi,-122.446393093081
Ter,Tottijarvi,-109.358896865788
Ter,Tottijarvi,-105.267058276935
Ter,Tottijarvi,-108.232018798524
Ter,Tottijarvi,-113.127606576089
Ter,Tottijarvi,-108.109439538422
Ter,Tottijarvi,-98.3984429379172
Ter,Tottijarvi,-111.197775867125
Ter,Tottijarvi,-108.73026836516
Ter,Tottijarvi,-133.119928376482
Ter,Tottijarvi,-112.894760316716
Ter,Tottijarvi,-127.579322953144
Ter,Tottijarvi,-111.649951029391
Ter,Tottijarvi,-102.131511067926
Ter,Tottijarvi,-108.291639624846
Ter,Tottijarvi,-126.910015755221
Ter,Tottijarvi,-108.850654669062
Ter,Tottijarvi,-95.4151837963257
Ter,Tottijarvi,-99.5927612016467
Ter,Tottijarvi,-112.13876801572
Ter,Tottijarvi,-145.431991544122
Ter,Tottijarvi,-104.205113763849
Ter,Tottijarvi,-112.332799777443
Ter,Tottijarvi,-109.133792587539
Ter,Tottijarvi,-120.135013663455
Ter,Tottijarvi,-118.391591284873
Ter,Tottijarvi,-104.086018184934
Ter,Tottijarvi,-112.649100988285
Ter,Tottijarvi,-119.678001632597
Ter,Tottijarvi,-108.135755448409
Ter,Tottijarvi,-128.252013262986
Ter,Tottijarvi,-115.42610585938
Ter,Tottijarvi,-113.406103040789
Ter,Tottijarvi,-88.7937233817917
Ter,Tottijarvi,-113.218875451447
Ter,Tottijarvi,-93.7570662154941
Ter,Tottijarvi,-109.637125101833
Ter,Tottijarvi,-105.510834665084
Ter,Tottijarvi,-123.804692388542
Ter,Tottijarvi,-106.718998256187
Ter,Tottijarvi,-120.533348263779
Ter,Tottijarvi,-107.409709381084
Ter,Tottijarvi,-106.49399183893
Ter,Tottijarvi,-128.109318867017
Ter,Tottijarvi,-100.027407409142
Ter,Tottijarvi,-108.4080855239
Ter,Tottijarvi,-98.3791209523879
Ter,Tottijarvi,-132.973574999564
Ter,Tottijarvi,-86.6724978322814
Ter,Tottijarvi,-97.0928146208118
Ter,Tottijarvi,-105.210356087576
Ter,Tottijarvi,-132.555046514463
Ter,Tottijarvi,-118.632523690056
Ter,Tottijarvi,-96.4213172871579
Ter,Tottijarvi,-117.59687506526
Ter,Tottijarvi,-124.646659663696
Ter,Tottijarvi,-105.985634606964
Ter,Tottijarvi,-99.771910866309
Aq,Valkea-Kotinen,-184.804688068227
Aq,Valkea-Kotinen,-181.429896065319
Aq,Valkea-Kotinen,-203.614657753924
Aq,Valkea-Kotinen,-219.210382720543
Aq,Valkea-Kotinen,-196.377999160076
Aq,Valkea-Kotinen,-171.201937611907
Aq,Valkea-Kotinen,-160.510608340314
Aq,Valkea-Kotinen,-201.974384825555
Aq,Valkea-Kotinen,-174.777111377824
Aq,Valkea-Kotinen,-143.450905781224
Aq,Valkea-Kotinen,-149.666318863661
Aq,Valkea-Kotinen,-195.591336110042
Aq,Valkea-Kotinen,-188.319907943621
Aq,Valkea-Kotinen,-136.946023363789
Aq,Valkea-Kotinen,-174.134443768613
Aq,Valkea-Kotinen,-168.532268069499
Aq,Valkea-Kotinen,-175.12734629079
Aq,Valkea-Kotinen,-147.959651332927
Aq,Valkea-Kotinen,-184.84617435825
Aq,Valkea-Kotinen,-160.034256949725
Aq,Valkea-Kotinen,-173.618853303534
Aq,Valkea-Kotinen,-198.480328837767
Aq,Valkea-Kotinen,-210.977350216144
Aq,Valkea-Kotinen,-150.712975623783
Aq,Valkea-Kotinen,-252.006820993952
Aq,Valkea-Kotinen,-141.342469426741
Aq,Valkea-Kotinen,-224.442995050617
Aq,Valkea-Kotinen,-147.76763943956
Aq,Valkea-Kotinen,-171.102843255567
Aq,Valkea-Kotinen,-181.326433321597
Aq,Valkea-Kotinen,-153.713561336848
Aq,Valkea-Kotinen,-158.36236337424
Aq,Valkea-Kotinen,-192.491884299579
Aq,Valkea-Kotinen,-173.798442948941
Aq,Valkea-Kotinen,-187.956087738854
Aq,Valkea-Kotinen,-186.609178008762
Aq,Valkea-Kotinen,-209.881595705848
Aq,Valkea-Kotinen,-172.959189735199
Aq,Valkea-Kotinen,-173.468915339213
Aq,Valkea-Kotinen,-143.284782649123
Aq,Valkea-Kotinen,-189.086758436122
Aq,Valkea-Kotinen,-160.793858209277
Aq,Valkea-Kotinen,-187.762772435989
Aq,Valkea-Kotinen,-194.79832196204
Aq,Valkea-Kotinen,-194.369782945136
Aq,Valkea-Kotinen,-134.642680715469
Aq,Valkea-Kotinen,-189.432377994911
Aq,Valkea-Kotinen,-206.333007453856
Aq,Valkea-Kotinen,-162.272781360673
Aq,Valkea-Kotinen,-184.733561060038
Aq,Valkea-Kotinen,-147.585955887769
Aq,Valkea-Kotinen,-165.275044842344
Aq,Valkea-Kotinen,-194.119578304144
Aq,Valkea-Kotinen,-191.34919836205
Aq,Valkea-Kotinen,-174.179197161727
Aq,Valkea-Kotinen,-119.554968492812
Aq,Valkea-Kotinen,-175.4444822463
Aq,Valkea-Kotinen,-209.425362440633
Aq,Valkea-Kotinen,-156.882737736373
Aq,Valkea-Kotinen,-130.704757800034
Aq,Valkea-Kotinen,-182.263647963802
Aq,Valkea-Kotinen,-121.311414580367
Aq,Valkea-Kotinen,-187.468901333172
Aq,Valkea-Kotinen,-187.556117292376
Aq,Valkea-Kotinen,-187.615089663433
Aq,Valkea-Kotinen,-134.211436722479
Aq,Valkea-Kotinen,-152.463364286824
Aq,Valkea-Kotinen,-191.284903468411
Aq,Valkea-Kotinen,-227.379532878192
Aq,Valkea-Kotinen,-185.165336050457
Aq,Valkea-Kotinen,-204.221328130385
Aq,Valkea-Kotinen,-175.446598079277
Aq,Valkea-Kotinen,-190.799272382334
Aq,Valkea-Kotinen,-165.792714818154
Aq,Valkea-Kotinen,-112.155811911023
Aq,Valkea-Kotinen,-163.444564250398
Aq,Valkea-Kotinen,-201.277572289246
Aq,Valkea-Kotinen,-177.894178732568
Aq,Valkea-Kotinen,-149.867024121499
Aq,Valkea-Kotinen,-138.019408527231
Aq,Valkea-Kotinen,-165.20347578088
Aq,Valkea-Kotinen,-150.730342441207
Aq,Valkea-Kotinen,-124.658035414063
Aq,Valkea-Kotinen,-218.825999146802
Aq,Valkea-Kotinen,-191.127192300221
Aq,Valkea-Kotinen,-171.57776107793
Aq,Valkea-Kotinen,-204.665951546419
Aq,Valkea-Kotinen,-139.532775680839
Aq,Valkea-Kotinen,-179.410820827197
Aq,Valkea-Kotinen,-188.862565826387
Aq,Valkea-Kotinen,-135.929623545941
Aq,Valkea-Kotinen,-155.624301890955
Aq,Valkea-Kotinen,-161.269362417384
Aq,Valkea-Kotinen,-164.023101979062
Aq,Valkea-Kotinen,-170.612294653579
Aq,Valkea-Kotinen,-189.330227914598
Aq,Valkea-Kotinen,-178.092609492804
Aq,Valkea-Kotinen,-192.401991877405
Aq,Valkea-Kotinen,-186.351698468929
Aq,Valkea-Kotinen,-208.924806454702
Ter,Valkea-Kotinen,-134.284525880397
Ter,Valkea-Kotinen,-120.539472117355
Ter,Valkea-Kotinen,-130.630351800615
Ter,Valkea-Kotinen,-123.670668804055
Ter,Valkea-Kotinen,-119.928022414875
Ter,Valkea-Kotinen,-127.333379705021
Ter,Valkea-Kotinen,-102.096160807573
Ter,Valkea-Kotinen,-121.117772526714
Ter,Valkea-Kotinen,-122.023988664694
Ter,Valkea-Kotinen,-120.838754165625
Ter,Valkea-Kotinen,-140.903363229514
Ter,Valkea-Kotinen,-124.585965472494
Ter,Valkea-Kotinen,-148.221319758548
Ter,Valkea-Kotinen,-118.159104529789
Ter,Valkea-Kotinen,-137.187347855671
Ter,Valkea-Kotinen,-117.610785987694
Ter,Valkea-Kotinen,-116.594870593699
Ter,Valkea-Kotinen,-118.88228642893
Ter,Valkea-Kotinen,-131.682547945416
Ter,Valkea-Kotinen,-118.79337439625
Ter,Valkea-Kotinen,-133.105679574766
Ter,Valkea-Kotinen,-110.602207261842
Ter,Valkea-Kotinen,-126.173272458099
Ter,Valkea-Kotinen,-119.168192954089
Ter,Valkea-Kotinen,-120.271776733223
Ter,Valkea-Kotinen,-143.031767289053
Ter,Valkea-Kotinen,-119.868523435857
Ter,Valkea-Kotinen,-111.693765375466
Ter,Valkea-Kotinen,-110.339582384095
Ter,Valkea-Kotinen,-121.140823459073
Ter,Valkea-Kotinen,-134.601557693545
Ter,Valkea-Kotinen,-116.807947824678
Ter,Valkea-Kotinen,-119.904900222804
Ter,Valkea-Kotinen,-135.123254978544
Ter,Valkea-Kotinen,-121.233361823266
Ter,Valkea-Kotinen,-142.04463961908
Ter,Valkea-Kotinen,-124.495332903692
Ter,Valkea-Kotinen,-114.091425066672
Ter,Valkea-Kotinen,-109.52157178079
Ter,Valkea-Kotinen,-135.840741890266
Ter,Valkea-Kotinen,-121.185786804542
Ter,Valkea-Kotinen,-125.78512918861
Ter,Valkea-Kotinen,-123.602723478815
Ter,Valkea-Kotinen,-112.068997570657
Ter,Valkea-Kotinen,-142.769217396024
Ter,Valkea-Kotinen,-120.30271773973
Ter,Valkea-Kotinen,-124.846693487868
Ter,Valkea-Kotinen,-126.370048088874
Ter,Valkea-Kotinen,-110.228227156514
Ter,Valkea-Kotinen,-114.867560824978
Ter,Valkea-Kotinen,-106.742132379104
Ter,Valkea-Kotinen,-136.402467014624
Ter,Valkea-Kotinen,-117.236154216114
Ter,Valkea-Kotinen,-132.22775045717
Ter,Valkea-Kotinen,-118.597546155239
Ter,Valkea-Kotinen,-133.428823182587
Ter,Valkea-Kotinen,-117.611560150311
Ter,Valkea-Kotinen,-92.123232420093
Ter,Valkea-Kotinen,-116.818747215221
Ter,Valkea-Kotinen,-123.486942803841
Ter,Valkea-Kotinen,-127.383539475522
Ter,Valkea-Kotinen,-119.956032114012
Ter,Valkea-Kotinen,-124.721268251097
Ter,Valkea-Kotinen,-120.179680407985
Ter,Valkea-Kotinen,-121.90428032498
Ter,Valkea-Kotinen,-120.841910261808
Ter,Valkea-Kotinen,-134.422854960059
Ter,Valkea-Kotinen,-95.6611913468201
Ter,Valkea-Kotinen,-120.909908464665
Ter,Valkea-Kotinen,-116.343121278274
Ter,Valkea-Kotinen,-121.053552747737
Ter,Valkea-Kotinen,-111.368970978073
Ter,Valkea-Kotinen,-132.410927880005
Ter,Valkea-Kotinen,-117.193391301081
Ter,Valkea-Kotinen,-138.046804600074
Ter,Valkea-Kotinen,-130.139127709703
Ter,Valkea-Kotinen,-97.3919859995037
Ter,Valkea-Kotinen,-108.371969997933
Ter,Valkea-Kotinen,-132.416879616776
Ter,Valkea-Kotinen,-139.186198647167
Ter,Valkea-Kotinen,-121.265685912341
Ter,Valkea-Kotinen,-125.496226723502
Ter,Valkea-Kotinen,-129.16517163892
Ter,Valkea-Kotinen,-130.059453470652
Ter,Valkea-Kotinen,-131.301870942967
Ter,Valkea-Kotinen,-123.68245236173
Ter,Valkea-Kotinen,-115.250236338763
Ter,Valkea-Kotinen,-106.287860567362
Ter,Valkea-Kotinen,-128.443321215898
Ter,Valkea-Kotinen,-122.867159134225
Ter,Valkea-Kotinen,-124.531867163358
Ter,Valkea-Kotinen,-119.303261926127
Ter,Valkea-Kotinen,-111.854707602097
Ter,Valkea-Kotinen,-128.29127130756
Ter,Valkea-Kotinen,-116.066793801083
Ter,Valkea-Kotinen,-130.309644692622
Ter,Valkea-Kotinen,-101.927530120105
Ter,Valkea-Kotinen,-113.651846805818
Ter,Valkea-Kotinen,-118.266607881726
Ter,Valkea-Kotinen,-108.74286270696
Aq,Vesijarvi,-165.897500126756
Aq,Vesijarvi,-241.16338719034
Aq,Vesijarvi,-185.253601428244
Aq,Vesijarvi,-166.545381205538
Aq,Vesijarvi,-177.526705633667
Aq,Vesijarvi,-215.895430514591
Aq,Vesijarvi,-179.155896754849
Aq,Vesijarvi,-156.529713761705
Aq,Vesijarvi,-147.21529650457
Aq,Vesijarvi,-154.323983760847
Aq,Vesijarvi,-168.763684242049
Aq,Vesijarvi,-211.376741057621
Aq,Vesijarvi,-163.902353305859
Aq,Vesijarvi,-153.610519485618
Aq,Vesijarvi,-148.067312565266
Aq,Vesijarvi,-142.450280568141
Aq,Vesijarvi,-195.922068792077
Aq,Vesijarvi,-145.384852424751
Aq,Vesijarvi,-183.889198278163
Aq,Vesijarvi,-190.252775538715
Aq,Vesijarvi,-156.976377008023
Aq,Vesijarvi,-203.623226967053
Aq,Vesijarvi,-220.019847198074
Aq,Vesijarvi,-147.998457575717
Aq,Vesijarvi,-204.22051265614
Aq,Vesijarvi,-152.134080596563
Aq,Vesijarvi,-218.881708069531
Aq,Vesijarvi,-176.587907735463
Aq,Vesijarvi,-172.804154126223
Aq,Vesijarvi,-190.699186217405
Aq,Vesijarvi,-207.936252445445
